question_id,question_key,primary_place_id,graph_id,subject_node_id,question,answers_json,answer_node_ids_json,acceptable_answers_json,question_entity_ids_json,question_type,answer_type,hop_count,relation_path_json,reasoning_edge_ids_json,evidence_ids_json,source_ids_json,template_id,fact_group_id,generation_method,difficulty,review_status,review_note
HNQ_1H_PLACE_000008_EDGE_000382,HNQ_1H_PLACE_000008_EDGE_000382,PLACE_000008,PLACE_000008,PLACE_000008,Tháp Rùa cao bao nhiêu?,"[""8,8 m""]","[""VALUE_000041""]","[[""8,8 m""]]","[""PLACE_000008""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000382""]","[""EVD_000215""]","[""SRC_000063""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000008_EDGE_000382,template,easy,approved,
HNQ_1H_PLACE_000008_EDGE_000383,HNQ_1H_PLACE_000008_EDGE_000383,PLACE_000008,PLACE_000008,LOCATION_000005,Gò Rùa có diện tích bao nhiêu?,"[""Khoảng 350 m²""]","[""VALUE_000042""]","[[""Khoảng 350 m²""]]","[""LOCATION_000005""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000383""]","[""EVD_000216""]","[""SRC_000063""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000008_EDGE_000383,template,easy,approved,
HNQ_1H_PLACE_000008_EDGE_000390,HNQ_1H_PLACE_000008_EDGE_000390,PLACE_000008,PLACE_000008,ARCH_000070,Tầng một Tháp Rùa mang phong cách kiến trúc nào?,"[""Kiến trúc Gothic""]","[""ASTYLE_000005""]","[[""Kiến trúc Gothic"",""Kiến trúc gô-tích"",""Gothic""]]","[""ARCH_000070""]",single_hop,ArchitecturalStyle,1,"[""HAS_ARCHITECTURAL_STYLE""]","[""EDGE_000390""]","[""EVD_000214""]","[""SRC_000063""]",T_1H_HAS_ARCHITECTURAL_STYLE,FACT_HNQ_1H_PLACE_000008_EDGE_000390,template,easy,approved,
HNQ_1H_PLACE_000008_EDGE_000391,HNQ_1H_PLACE_000008_EDGE_000391,PLACE_000008,PLACE_000008,ARCH_000071,Tầng hai Tháp Rùa mang phong cách kiến trúc nào?,"[""Kiến trúc Gothic""]","[""ASTYLE_000005""]","[[""Kiến trúc Gothic"",""Kiến trúc gô-tích"",""Gothic""]]","[""ARCH_000071""]",single_hop,ArchitecturalStyle,1,"[""HAS_ARCHITECTURAL_STYLE""]","[""EDGE_000391""]","[""EVD_000214""]","[""SRC_000063""]",T_1H_HAS_ARCHITECTURAL_STYLE,FACT_HNQ_1H_PLACE_000008_EDGE_000391,template,easy,approved,
HNQ_1H_PLACE_000008_EDGE_000392,HNQ_1H_PLACE_000008_EDGE_000392,PLACE_000008,PLACE_000008,ARCH_000076,Hệ mái cong Tháp Rùa mang phong cách kiến trúc nào?,"[""Kiến trúc truyền thống Việt Nam""]","[""ASTYLE_000006""]","[[""Kiến trúc truyền thống Việt Nam""]]","[""ARCH_000076""]",single_hop,ArchitecturalStyle,1,"[""HAS_ARCHITECTURAL_STYLE""]","[""EDGE_000392""]","[""EVD_000214""]","[""SRC_000063""]",T_1H_HAS_ARCHITECTURAL_STYLE,FACT_HNQ_1H_PLACE_000008_EDGE_000392,template,easy,approved,
HNQ_1H_PLACE_000008_EDGE_000393,HNQ_1H_PLACE_000008_EDGE_000393,PLACE_000008,PLACE_000008,ARCH_000073,Tầng đỉnh Tháp Rùa mang phong cách kiến trúc nào?,"[""Kiến trúc vọng lâu""]","[""ASTYLE_000004""]","[[""Kiến trúc vọng lâu"",""Kiểu vọng lâu""]]","[""ARCH_000073""]",single_hop,ArchitecturalStyle,1,"[""HAS_ARCHITECTURAL_STYLE""]","[""EDGE_000393""]","[""EVD_000213""]","[""SRC_000063""]",T_1H_HAS_ARCHITECTURAL_STYLE,FACT_HNQ_1H_PLACE_000008_EDGE_000393,template,easy,approved,
HNQ_1H_PLACE_000008_EDGE_000396,HNQ_1H_PLACE_000008_EDGE_000396,PLACE_000008,PLACE_000008,PLACE_000009,Hồ Hoàn Kiếm nằm tại thành phố nào?,"[""Thành phố Hà Nội""]","[""ADMIN_000002""]","[[""Thành phố Hà Nội"",""Hà Nội""]]","[""PLACE_000009""]",single_hop,AdministrativeArea,1,"[""LOCATED_IN""]","[""EDGE_000396""]","[""EVD_000209""]","[""SRC_000066""]",T_1H_LOCATED_IN,FACT_HNQ_1H_PLACE_000008_EDGE_000396,template,easy,approved,
HNQ_LS_PLACE_000010_ARCH_000078_HAS_COMPONENT,HNQ_LS_PLACE_000010_ARCH_000078_HAS_COMPONENT,PLACE_000010,PLACE_000010,ARCH_000078,"Theo dữ liệu HanoiQA, Nhà 54 tại Khu Di tích Phủ Chủ tịch có những hạng mục nào?","[""Phòng làm việc Nhà 54"",""Phòng ăn Nhà 54"",""Phòng ngủ Nhà 54""]","[""ARCH_000081"",""ARCH_000082"",""ARCH_000083""]","[[""Phòng làm việc Nhà 54""],[""Phòng ăn Nhà 54""],[""Phòng ngủ Nhà 54""]]","[""ARCH_000078""]",list,Architecture,1,"[""HAS_COMPONENT""]","[""EDGE_000404"",""EDGE_000405"",""EDGE_000406""]","[""EVD_000221""]","[""SRC_000068""]",T_LS_HAS_COMPONENT,FACT_HNQ_LS_PLACE_000010_ARCH_000078_HAS_COMPONENT,template,easy,approved,
HNQ_LS_PLACE_000010_ARCH_000079_ASSOCIATED_WITH_PERSON,HNQ_LS_PLACE_000010_ARCH_000079_ASSOCIATED_WITH_PERSON,PLACE_000010,PLACE_000010,ARCH_000079,Những nhân vật nào được ghi nhận là có liên hệ với Nhà sàn Bác Hồ tại Phủ Chủ tịch?,"[""Hồ Chí Minh"",""Nguyễn Văn Ninh""]","[""PERSON_000024"",""PERSON_000025""]","[[""Hồ Chí Minh"",""Chủ tịch Hồ Chí Minh"",""Bác Hồ"",""Nguyễn Ái Quốc"",""Nguyễn Tất Thành""],[""Nguyễn Văn Ninh"",""Kiến trúc sư Nguyễn Văn Ninh""]]","[""ARCH_000079""]",list,Person,1,"[""ASSOCIATED_WITH_PERSON""]","[""EDGE_000416"",""EDGE_000431""]","[""EVD_000223"",""EVD_000224""]","[""SRC_000070""]",T_LS_ASSOCIATED_WITH_PERSON,FACT_HNQ_LS_PLACE_000010_ARCH_000079_ASSOCIATED_WITH_PERSON,template,easy,approved,
HNQ_LS_PLACE_000010_ARCH_000080_HAS_COMPONENT,HNQ_LS_PLACE_000010_ARCH_000080_HAS_COMPONENT,PLACE_000010,PLACE_000010,ARCH_000080,"Theo dữ liệu HanoiQA, Nhà 67 tại Khu Di tích Phủ Chủ tịch có những hạng mục nào?","[""Đài ZENITH của Hồ Chí Minh tại Nhà 67"",""Đồng hồ cạnh giường tại Nhà 67"",""Hai bản đồ quân sự tại Nhà 67""]","[""HOBJ_000018"",""HOBJ_000019"",""HOBJ_000020""]","[[""Đài ZENITH của Hồ Chí Minh tại Nhà 67""],[""Đồng hồ cạnh giường tại Nhà 67""],[""Hai bản đồ quân sự tại Nhà 67""]]","[""ARCH_000080""]",list,HeritageObject,1,"[""HAS_COMPONENT""]","[""EDGE_000412"",""EDGE_000413"",""EDGE_000414""]","[""EVD_000228""]","[""SRC_000069""]",T_LS_HAS_COMPONENT,FACT_HNQ_LS_PLACE_000010_ARCH_000080_HAS_COMPONENT,template,easy,approved,
HNQ_LS_PLACE_000010_ARCH_000083_HAS_COMPONENT,HNQ_LS_PLACE_000010_ARCH_000083_HAS_COMPONENT,PLACE_000010,PLACE_000010,ARCH_000083,"Theo dữ liệu HanoiQA, Phòng ngủ Nhà 54 có những hạng mục nào?","[""Giường ngủ của Hồ Chí Minh tại Nhà 54"",""Tủ quần áo của Hồ Chí Minh tại Nhà 54""]","[""HOBJ_000016"",""HOBJ_000017""]","[[""Giường ngủ của Hồ Chí Minh tại Nhà 54""],[""Tủ quần áo của Hồ Chí Minh tại Nhà 54""]]","[""ARCH_000083""]",list,HeritageObject,1,"[""HAS_COMPONENT""]","[""EDGE_000410"",""EDGE_000411""]","[""EVD_000222""]","[""SRC_000068""]",T_LS_HAS_COMPONENT,FACT_HNQ_LS_PLACE_000010_ARCH_000083_HAS_COMPONENT,template,easy,approved,
HNQ_LS_PLACE_000010_PLACE_000010_HAS_COMPONENT,HNQ_LS_PLACE_000010_PLACE_000010_HAS_COMPONENT,PLACE_000010,PLACE_000010,PLACE_000010,"Theo dữ liệu HanoiQA, Khu di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch có những hạng mục nào?","[""Nhà 54 tại Khu Di tích Phủ Chủ tịch"",""Nhà sàn Bác Hồ tại Phủ Chủ tịch"",""Nhà 67 tại Khu Di tích Phủ Chủ tịch"",""Ao cá Bác Hồ tại Khu Di tích Phủ Chủ tịch""]","[""ARCH_000078"",""ARCH_000079"",""ARCH_000080"",""ARCH_000084""]","[[""Nhà 54 tại Khu Di tích Phủ Chủ tịch"",""Di tích Nhà 54""],[""Nhà sàn Bác Hồ tại Phủ Chủ tịch"",""Nhà sàn Bác Hồ"",""Di tích Nhà sàn""],[""Nhà 67 tại Khu Di tích Phủ Chủ tịch"",""Di tích Nhà 67"",""DK2""],[""Ao cá Bác Hồ tại Khu Di tích Phủ Chủ tịch"",""Ao cá Bác Hồ""]]","[""PLACE_000010""]",list,Architecture,1,"[""HAS_COMPONENT""]","[""EDGE_000401"",""EDGE_000402"",""EDGE_000403"",""EDGE_000407""]","[""EVD_000220"",""EVD_000223"",""EVD_000225"",""EVD_000230""]","[""SRC_000068"",""SRC_000069"",""SRC_000070"",""SRC_000072""]",T_LS_HAS_COMPONENT,FACT_HNQ_LS_PLACE_000010_PLACE_000010_HAS_COMPONENT,template,easy,approved,
HNQ_2H_PLACE_000010_T_2H_COMPONENT_BUILT_IN_TIME_000037,HNQ_2H_PLACE_000010_T_2H_COMPONENT_BUILT_IN_TIME_000037,PLACE_000010,PLACE_000010,PLACE_000010,Hạng mục nào của Khu di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch được xây dựng vào Ngày 1 tháng 5 năm 1967?,"[""Nhà 67 tại Khu Di tích Phủ Chủ tịch""]","[""ARCH_000080""]","[[""Nhà 67 tại Khu Di tích Phủ Chủ tịch"",""Di tích Nhà 67"",""DK2""]]","[""PLACE_000010"",""TIME_000037""]",multi_hop,Architecture,2,"[""HAS_COMPONENT"",""BUILT_IN""]","[""EDGE_000403"",""EDGE_000427""]","[""EVD_000225""]","[""SRC_000069""]",T_2H_COMPONENT_BUILT_IN,FACT_HNQ_2H_PLACE_000010_T_2H_COMPONENT_BUILT_IN_TIME_000037,template,medium,approved,
HNQ_2H_PLACE_000010_T_2H_COMPONENT_BUILT_IN_TIME_000038,HNQ_2H_PLACE_000010_T_2H_COMPONENT_BUILT_IN_TIME_000038,PLACE_000010,PLACE_000010,PLACE_000010,Hạng mục nào của Khu di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch được xây dựng vào Ngày 17 tháng 5 năm 1958?,"[""Nhà sàn Bác Hồ tại Phủ Chủ tịch""]","[""ARCH_000079""]","[[""Nhà sàn Bác Hồ tại Phủ Chủ tịch"",""Nhà sàn Bác Hồ"",""Di tích Nhà sàn""]]","[""PLACE_000010"",""TIME_000038""]",multi_hop,Architecture,2,"[""HAS_COMPONENT"",""BUILT_IN""]","[""EDGE_000402"",""EDGE_000428""]","[""EVD_000223"",""EVD_000224""]","[""SRC_000070""]",T_2H_COMPONENT_BUILT_IN,FACT_HNQ_2H_PLACE_000010_T_2H_COMPONENT_BUILT_IN_TIME_000038,template,medium,approved,
HNQ_2H_PLACE_000010_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000001,HNQ_2H_PLACE_000010_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000001,PLACE_000010,PLACE_000010,PLACE_000010,Hạng mục nào của Khu di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch được xây dựng bằng Gỗ?,"[""Nhà sàn Bác Hồ tại Phủ Chủ tịch""]","[""ARCH_000079""]","[[""Nhà sàn Bác Hồ tại Phủ Chủ tịch"",""Nhà sàn Bác Hồ"",""Di tích Nhà sàn""]]","[""PLACE_000010"",""MATERIAL_000001""]",multi_hop,Architecture,2,"[""HAS_COMPONENT"",""BUILT_WITH""]","[""EDGE_000402"",""EDGE_000430""]","[""EVD_000223"",""EVD_000224""]","[""SRC_000070""]",T_2H_COMPONENT_BUILT_WITH,FACT_HNQ_2H_PLACE_000010_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000001,template,medium,approved,
HNQ_2H_PLACE_000010_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000005,HNQ_2H_PLACE_000010_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000005,PLACE_000010,PLACE_000010,PLACE_000010,Hạng mục nào của Khu di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch được xây dựng bằng Bê tông cốt thép?,"[""Nhà 67 tại Khu Di tích Phủ Chủ tịch""]","[""ARCH_000080""]","[[""Nhà 67 tại Khu Di tích Phủ Chủ tịch"",""Di tích Nhà 67"",""DK2""]]","[""PLACE_000010"",""MATERIAL_000005""]",multi_hop,Architecture,2,"[""HAS_COMPONENT"",""BUILT_WITH""]","[""EDGE_000403"",""EDGE_000429""]","[""EVD_000225"",""EVD_000226""]","[""SRC_000069""]",T_2H_COMPONENT_BUILT_WITH,FACT_HNQ_2H_PLACE_000010_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000005,template,medium,approved,
HNQ_2H_PLACE_000010_T_2H_COMPONENT_STYLE_ASTYLE_000007,HNQ_2H_PLACE_000010_T_2H_COMPONENT_STYLE_ASTYLE_000007,PLACE_000010,PLACE_000010,PLACE_000010,Hạng mục nào của Khu di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch mang phong cách Kiến trúc nhà sàn dân tộc Việt Bắc?,"[""Nhà sàn Bác Hồ tại Phủ Chủ tịch""]","[""ARCH_000079""]","[[""Nhà sàn Bác Hồ tại Phủ Chủ tịch"",""Nhà sàn Bác Hồ"",""Di tích Nhà sàn""]]","[""PLACE_000010"",""ASTYLE_000007""]",multi_hop,Architecture,2,"[""HAS_COMPONENT"",""HAS_ARCHITECTURAL_STYLE""]","[""EDGE_000402"",""EDGE_000432""]","[""EVD_000223"",""EVD_000224""]","[""SRC_000070""]",T_2H_COMPONENT_STYLE,FACT_HNQ_2H_PLACE_000010_T_2H_COMPONENT_STYLE_ASTYLE_000007,template,medium,approved,
HNQ_2H_PLACE_000010_T_2H_COMPONENT_USED_FOR_ACTIVITY_000015,HNQ_2H_PLACE_000010_T_2H_COMPONENT_USED_FOR_ACTIVITY_000015,PLACE_000010,PLACE_000010,PLACE_000010,Hạng mục nào của Khu di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch từng được sử dụng để Họp Bộ Chính trị?,"[""Nhà 67 tại Khu Di tích Phủ Chủ tịch""]","[""ARCH_000080""]","[[""Nhà 67 tại Khu Di tích Phủ Chủ tịch"",""Di tích Nhà 67"",""DK2""]]","[""PLACE_000010"",""ACTIVITY_000015""]",multi_hop,Architecture,2,"[""HAS_COMPONENT"",""USED_FOR""]","[""EDGE_000403"",""EDGE_000435""]","[""EVD_000225"",""EVD_000227""]","[""SRC_000069""]",T_2H_COMPONENT_USED_FOR,FACT_HNQ_2H_PLACE_000010_T_2H_COMPONENT_USED_FOR_ACTIVITY_000015,template,medium,approved,
HNQ_1H_PLACE_000010_EDGE_000398,HNQ_1H_PLACE_000010_EDGE_000398,PLACE_000010,PLACE_000010,PLACE_000010,Địa chỉ liên hệ tại Cổng Đỏ của Khu di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch là gì?,"[""Số 1 Hoàng Hoa Thám (Cổng Đỏ), Ba Đình, Hà Nội""]","[""ADDRESS_000007""]","[[""Số 1 Hoàng Hoa Thám (Cổng Đỏ), Ba Đình, Hà Nội"",""1 Hoàng Hoa Thám, Cổng Đỏ""]]","[""PLACE_000010""]",single_hop,Address,1,"[""HAS_ADDRESS""]","[""EDGE_000398""]","[""EVD_000219""]","[""SRC_000067""]",T_1H_HAS_ADDRESS,FACT_HNQ_1H_PLACE_000010_EDGE_000398,template,easy,approved,
HNQ_1H_PLACE_000010_EDGE_000399,HNQ_1H_PLACE_000010_EDGE_000399,PLACE_000010,PLACE_000010,PLACE_000010,Khu di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch nằm tại thành phố nào?,"[""Thành phố Hà Nội""]","[""ADMIN_000002""]","[[""Thành phố Hà Nội"",""Hà Nội""]]","[""PLACE_000010""]",single_hop,AdministrativeArea,1,"[""LOCATED_IN""]","[""EDGE_000399""]","[""EVD_000219""]","[""SRC_000067""]",T_1H_LOCATED_IN,FACT_HNQ_1H_PLACE_000010_EDGE_000399,template,easy,approved,
HNQ_1H_PLACE_000010_EDGE_000408,HNQ_1H_PLACE_000010_EDGE_000408,PLACE_000010,PLACE_000010,ARCH_000084,Ao cá Bác Hồ tại Khu Di tích Phủ Chủ tịch có diện tích bao nhiêu?,"[""Khoảng 3.200 m²""]","[""VALUE_000045""]","[[""Khoảng 3.200 m²""]]","[""ARCH_000084""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000408""]","[""EVD_000230""]","[""SRC_000072""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000010_EDGE_000408,template,easy,approved,
HNQ_1H_PLACE_000010_EDGE_000427,HNQ_1H_PLACE_000010_EDGE_000427,PLACE_000010,PLACE_000010,ARCH_000080,Nhà 67 tại Khu Di tích Phủ Chủ tịch được khởi công vào thời điểm nào?,"[""Ngày 1 tháng 5 năm 1967""]","[""TIME_000037""]","[[""Ngày 1 tháng 5 năm 1967"",""01/05/1967"",""1967-05-01""]]","[""ARCH_000080""]",single_hop,Time,1,"[""BUILT_IN""]","[""EDGE_000427""]","[""EVD_000225""]","[""SRC_000069""]",T_1H_BUILT_IN,FACT_HNQ_1H_PLACE_000010_EDGE_000427,template,easy,approved,
HNQ_1H_PLACE_000010_EDGE_000428,HNQ_1H_PLACE_000010_EDGE_000428,PLACE_000010,PLACE_000010,ARCH_000079,Nhà sàn Bác Hồ tại Phủ Chủ tịch được hoàn thành vào thời điểm nào?,"[""Ngày 17 tháng 5 năm 1958""]","[""TIME_000038""]","[[""Ngày 17 tháng 5 năm 1958"",""17/05/1958"",""1958-05-17""]]","[""ARCH_000079""]",single_hop,Time,1,"[""BUILT_IN""]","[""EDGE_000428""]","[""EVD_000224""]","[""SRC_000070""]",T_1H_BUILT_IN,FACT_HNQ_1H_PLACE_000010_EDGE_000428,template,easy,approved,
HNQ_1H_PLACE_000010_EDGE_000432,HNQ_1H_PLACE_000010_EDGE_000432,PLACE_000010,PLACE_000010,ARCH_000079,Nhà sàn Bác Hồ tại Phủ Chủ tịch mang phong cách kiến trúc nào?,"[""Kiến trúc nhà sàn dân tộc Việt Bắc""]","[""ASTYLE_000007""]","[[""Kiến trúc nhà sàn dân tộc Việt Bắc""]]","[""ARCH_000079""]",single_hop,ArchitecturalStyle,1,"[""HAS_ARCHITECTURAL_STYLE""]","[""EDGE_000432""]","[""EVD_000224""]","[""SRC_000070""]",T_1H_HAS_ARCHITECTURAL_STYLE,FACT_HNQ_1H_PLACE_000010_EDGE_000432,template,easy,approved,
HNQ_1H_PLACE_000010_EDGE_000433,HNQ_1H_PLACE_000010_EDGE_000433,PLACE_000010,PLACE_000010,PLACE_000010,Khu di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch được công nhận với danh hiệu nào?,"[""Di tích quốc gia đặc biệt""]","[""HSTATUS_000003""]","[[""Di tích quốc gia đặc biệt"",""Di tích Quốc gia đặc biệt""]]","[""PLACE_000010""]",single_hop,HeritageStatus,1,"[""RECOGNIZED_AS""]","[""EDGE_000433""]","[""EVD_000231""]","[""SRC_000071""]",T_1H_RECOGNIZED_AS,FACT_HNQ_1H_PLACE_000010_EDGE_000433,template,easy,approved,
HNQ_1H_PLACE_000010_EDGE_000434,HNQ_1H_PLACE_000010_EDGE_000434,PLACE_000010,PLACE_000010,PLACE_000010,Khu di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch được công nhận là Di tích quốc gia đặc biệt vào thời điểm nào?,"[""Ngày 12 tháng 8 năm 2009""]","[""TIME_000036""]","[[""Ngày 12 tháng 8 năm 2009"",""12/08/2009"",""2009-08-12""]]","[""PLACE_000010""]",single_hop,Time,1,"[""RECOGNIZED_IN""]","[""EDGE_000434""]","[""EVD_000231""]","[""SRC_000071""]",T_1H_RECOGNIZED_IN,FACT_HNQ_1H_PLACE_000010_EDGE_000434,template,easy,approved,
HNQ_LS_PLACE_000011_ARCH_000086_HAS_COMPONENT,HNQ_LS_PLACE_000011_ARCH_000086_HAS_COMPONENT,PLACE_000011,PLACE_000011,ARCH_000086,"Theo dữ liệu HanoiQA, Khối trung tâm Lăng Chủ tịch Hồ Chí Minh có những hạng mục nào?","[""Phòng thi hài Lăng Chủ tịch Hồ Chí Minh"",""Tiền sảnh Lăng Chủ tịch Hồ Chí Minh"",""Hệ cầu thang Lăng Chủ tịch Hồ Chí Minh""]","[""ARCH_000088"",""ARCH_000089"",""ARCH_000090""]","[[""Phòng thi hài Lăng Chủ tịch Hồ Chí Minh""],[""Tiền sảnh Lăng Chủ tịch Hồ Chí Minh""],[""Hệ cầu thang Lăng Chủ tịch Hồ Chí Minh""]]","[""ARCH_000086""]",list,Architecture,1,"[""HAS_COMPONENT""]","[""EDGE_000449"",""EDGE_000450"",""EDGE_000451""]","[""EVD_000237""]","[""SRC_000077""]",T_LS_HAS_COMPONENT,FACT_HNQ_LS_PLACE_000011_ARCH_000086_HAS_COMPONENT,template,easy,approved,
HNQ_LS_PLACE_000011_PLACE_000011_HAS_COMPONENT,HNQ_LS_PLACE_000011_PLACE_000011_HAS_COMPONENT,PLACE_000011,PLACE_000011,PLACE_000011,"Theo dữ liệu HanoiQA, Lăng Chủ tịch Hồ Chí Minh có những hạng mục nào?","[""Bệ tam cấp Lăng Chủ tịch Hồ Chí Minh"",""Khối trung tâm Lăng Chủ tịch Hồ Chí Minh"",""Mái tam cấp Lăng Chủ tịch Hồ Chí Minh"",""Hàng cột vuông Lăng Chủ tịch Hồ Chí Minh"",""Hệ cửa gỗ Lăng Chủ tịch Hồ Chí Minh"",""Lễ đài phía Nam Lăng Chủ tịch Hồ Chí Minh"",""Lễ đài phía Bắc Lăng Chủ tịch Hồ Chí Minh"",""Dòng chữ Chủ tịch Hồ Chí Minh trên mặt chính Lăng""]","[""ARCH_000085"",""ARCH_000086"",""ARCH_000087"",""ARCH_000091"",""ARCH_000092"",""ARCH_000093"",""ARCH_000094"",""HOBJ_000021""]","[[""Bệ tam cấp Lăng Chủ tịch Hồ Chí Minh""],[""Khối trung tâm Lăng Chủ tịch Hồ Chí Minh""],[""Mái tam cấp Lăng Chủ tịch Hồ Chí Minh""],[""Hàng cột vuông Lăng Chủ tịch Hồ Chí Minh""],[""Hệ cửa gỗ Lăng Chủ tịch Hồ Chí Minh""],[""Lễ đài phía Nam Lăng Chủ tịch Hồ Chí Minh""],[""Lễ đài phía Bắc Lăng Chủ tịch Hồ Chí Minh""],[""Dòng chữ Chủ tịch Hồ Chí Minh trên mặt chính Lăng""]]","[""PLACE_000011""]",list,Architecture|HeritageObject,1,"[""HAS_COMPONENT""]","[""EDGE_000442"",""EDGE_000443"",""EDGE_000444"",""EDGE_000445"",""EDGE_000446"",""EDGE_000447"",""EDGE_000448"",""EDGE_000452""]","[""EVD_000234"",""EVD_000236""]","[""SRC_000073""]",T_LS_HAS_COMPONENT,FACT_HNQ_LS_PLACE_000011_PLACE_000011_HAS_COMPONENT,template,easy,approved,
HNQ_LS_PLACE_000011_PLACE_000011_HAS_EVENT,HNQ_LS_PLACE_000011_PLACE_000011_HAS_EVENT,PLACE_000011,PLACE_000011,PLACE_000011,Những sự kiện nào được ghi nhận là gắn với Lăng Chủ tịch Hồ Chí Minh?,"[""Khởi công xây dựng Lăng Chủ tịch Hồ Chí Minh"",""Khánh thành Lăng Chủ tịch Hồ Chí Minh"",""Đổ mẻ bê tông móng đầu tiên của Lăng Chủ tịch Hồ Chí Minh"",""Lễ chào cờ đầu tiên trước Lăng Chủ tịch Hồ Chí Minh""]","[""EVENT_000020"",""EVENT_000021"",""EVENT_000022"",""EVENT_000023""]","[[""Khởi công xây dựng Lăng Chủ tịch Hồ Chí Minh""],[""Khánh thành Lăng Chủ tịch Hồ Chí Minh""],[""Đổ mẻ bê tông móng đầu tiên của Lăng Chủ tịch Hồ Chí Minh""],[""Lễ chào cờ đầu tiên trước Lăng Chủ tịch Hồ Chí Minh""]]","[""PLACE_000011""]",list,Event,1,"[""HAS_EVENT""]","[""EDGE_000458"",""EDGE_000460"",""EDGE_000462"",""EDGE_000464""]","[""EVD_000239"",""EVD_000240""]","[""SRC_000074"",""SRC_000076""]",T_LS_HAS_EVENT,FACT_HNQ_LS_PLACE_000011_PLACE_000011_HAS_EVENT,template,easy,approved,
HNQ_2H_PLACE_000011_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000001,HNQ_2H_PLACE_000011_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000001,PLACE_000011,PLACE_000011,PLACE_000011,Hạng mục nào của Lăng Chủ tịch Hồ Chí Minh được xây dựng bằng Gỗ?,"[""Hệ cửa gỗ Lăng Chủ tịch Hồ Chí Minh""]","[""ARCH_000092""]","[[""Hệ cửa gỗ Lăng Chủ tịch Hồ Chí Minh""]]","[""PLACE_000011"",""MATERIAL_000001""]",multi_hop,Architecture,2,"[""HAS_COMPONENT"",""BUILT_WITH""]","[""EDGE_000446"",""EDGE_000467""]","[""EVD_000234"",""EVD_000238""]","[""SRC_000073""]",T_2H_COMPONENT_BUILT_WITH,FACT_HNQ_2H_PLACE_000011_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000001,template,medium,approved,
HNQ_2H_PLACE_000011_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000006,HNQ_2H_PLACE_000011_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000006,PLACE_000011,PLACE_000011,PLACE_000011,Hạng mục nào của Lăng Chủ tịch Hồ Chí Minh được xây dựng bằng Đá hoa cương?,"[""Hàng cột vuông Lăng Chủ tịch Hồ Chí Minh""]","[""ARCH_000091""]","[[""Hàng cột vuông Lăng Chủ tịch Hồ Chí Minh""]]","[""PLACE_000011"",""MATERIAL_000006""]",multi_hop,Architecture,2,"[""HAS_COMPONENT"",""BUILT_WITH""]","[""EDGE_000445"",""EDGE_000468""]","[""EVD_000234"",""EVD_000238""]","[""SRC_000073""]",T_2H_COMPONENT_BUILT_WITH,FACT_HNQ_2H_PLACE_000011_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000006,template,medium,approved,
